Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Ranch 616,78701,10/29/2015,76,"616 NUECES ST
AUSTIN, TX 78701
(30.270393, -97.748149)",2801490,Routine Inspection
Red Ash Restaurant,78701,07/20/2017,77,"303 COLORADO ST
AUSTIN, TX 78701
(30.265936, -97.745057)",11564790,Routine Inspection
Randall's #2483-Retail,78703,09/21/2017,96,"715 EXPOSITION BLVD
AUSTIN, TX 78703
(30.283727, -97.776411)",2803481,Routine Inspection
Randall's #2481 (Perishable),78731,11/16/2015,88,"1500 W 35TH ST
AUSTIN, TX 78731
(30.306117, -97.749429)",2800917,Routine Inspection
Randall's #2485(Deli),78745,04/17/2015,95,"2025 W BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.230214, -97.789729)",2800908,Routine Inspection
Pond Springs Food Mart,78729,07/06/2017,87,"13436 POND SPRINGS RD
AUSTIN, TX 78729
(30.450756, -97.785746)",10090419,Routine Inspection
Q-Mart,78717,06/20/2016,90,"10001 W PARMER LN
AUSTIN, TX 78717
(30.488262, -97.771573)",10147278,Routine Inspection
Quattro Gatti Restaurant,78701,10/26/2015,81,"908 CONGRESS AVE
AUSTIN, TX 78701
(30.271213, -97.741636)",10290244,Routine Inspection
Red Lobster # 0314,78704,07/13/2016,90,"3815 S LAMAR BLVD NB
AUSTIN, TX 78704
(30.238122, -97.789923)",11183314,Routine Inspection
Randall's #2482-Deli,78731,08/27/2015,82,"8040 MESA DR
AUSTIN, TX 78731
(30.370859, -97.757575)",2800909,Routine Inspection
Phoenicia Deli & Bakery,78756,05/19/2015,97,"4701 BURNET RD
AUSTIN, TX 78756
(30.318141, -97.739855)",2801285,Routine Inspection
Querencia at Barton Creek,78735,06/29/2017,100,"2500 BARTON CREEK BLVD
AUSTIN, TX 78735
(30.289209, -97.868732)",10026760,Routine Inspection
Pure Austin Fitness,78759,07/20/2015,100,"4210 W BRAKER LN
AUSTIN, TX 78759
(30.399404, -97.740038)",2802288,Routine Inspection
Pizza Paradise,78758,07/10/2015,92,"1921 CEDAR BEND DR Bunit 120
AUSTIN, TX 78758
(30.408522, -97.698168)",10371981,Routine Inspection
Pure Austin Fitness,78759,10/17/2016,95,"4210 W BRAKER LN
AUSTIN, TX 78759
(30.399404, -97.740038)",2802288,Routine Inspection
RW - The Finishline Carwash,78746,07/23/2015,97,"2900 BEE CAVES RD.
AUSTIN, TX 78746
(30.270627, -97.791383)",10555469,Routine Inspection
Pop ,78701,09/29/2016,93,"620 W 6TH ST Unit 1
AUSTIN, TX 78701
(30.26989, -97.749345)",11115760,Routine Inspection
Respite Recovery,78701,07/11/2016,91,"403 E 15TH ST
AUSTIN, TX 78701
(30.275803, -97.735692)",10765376,Routine Inspection
Pok-E-Jo's BBQ,78759,03/10/2015,96,"9828 GREAT HILLS TRL Unit 310
AUSTIN, TX 78759
(30.394225, -97.748272)",2800552,Routine Inspection
Playland Skating Center,78757,12/11/2015,88,"8822 MC CANN DR
AUSTIN, TX 78757
(30.372912, -97.729594)",2801910,Routine Inspection
Pure Austin Fitness,78703,02/14/2017,99,"907 W 5TH ST
AUSTIN, TX 78703
(30.270008, -97.753836)",2801357,Routine Inspection
Randall's #2482 (Retail),78731,02/03/2015,88,"8040 MESA DR
AUSTIN, TX 78731
(30.370859, -97.757575)",2803468,Routine Inspection
RW - Amy's Ice Cream,78746,09/17/2015,100,"2805 BEE CAVES RD Unit 416
ROLLINGWOOD, TX 78746
(30.271017, -97.789586)",10594090,Routine Inspection
Pret Manger,78751,10/31/2014,100,"5301 N LAMAR BLVD
AUSTIN, TX 78751
(30.321303, -97.729254)",10596854,Routine Inspection
Quickie Pickie #2,78702,12/22/2016,75,"2027 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.256318, -97.722342)",11444701,Routine Inspection
Randall's (Starbucks Coffee) #2482,78731,11/10/2016,99,"8040 MESA DR
AUSTIN, TX 78731
(30.370859, -97.757575)",2802107,Routine Inspection
Raising Canes Chicken Fingers,78746,06/16/2017,94,"3201 BEE CAVES RD Unit 175
AUSTIN, TX 78746
(30.273599, -97.799243)",11145733,Routine Inspection
Planet Sub,78701,10/03/2016,95,"906 CONGRESS AVE
AUSTIN, TX 78701
(30.271146, -97.741662)",11061760,Routine Inspection
Quinta Caporales Meat Market- Deli,78745,06/06/2017,78,"730 W STASSNEY LN Unit 105
AUSTIN, TX 78745
(30.209029, -97.78292)",10243063,Routine Inspection
Residence Inn Parmer Lane,78753,07/20/2017,94,"12401 N LAMAR BLVD
AUSTIN, TX 78753
(30.405972, -97.678552)",10053469,Routine Inspection
Red Shed Tavern,78748,05/19/2016,97,"8504 S CONGRESS AVE
AUSTIN, TX 78748
(30.174053, -97.784927)",10156269,Routine Inspection
Quick-N-Save,78669,08/18/2015,97,"1002 S PACE BEND RD
BRIARCLIFF, TX 78669
(30.40376, -98.063276)",10189066,Routine Inspection
Powerstop,78745,04/09/2015,75,"8600 MANCHACA RD
AUSTIN, TX 78745
(30.186129, -97.816145)",10094643,Routine Inspection
Red River Cafe,78705,04/07/2016,89,"2912 MEDICAL ARTS ST
AUSTIN, TX 78705
(30.289578, -97.728266)",2800323,Routine Inspection
Randall's #2490-Bakery,78759,01/07/2015,90,"10900 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.401922, -97.746122)",2801168,Routine Inspection
RW - Trader Joes,78746,09/21/2017,100,"2805 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.271017, -97.789586)",10945834,Routine Inspection
Plucker's Wing Factory & Grill,78757,09/29/2016,85,"9070 RESEARCH BLVD SB
AUSTIN, TX 78757
(30.373519, -97.727759)",2802074,Routine Inspection
Randall's #2485(Deli),78745,07/12/2017,90,"2025 W BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.230214, -97.789729)",2800908,Routine Inspection
QMart Stassney,78745,12/29/2016,91,"105 E STASSNEY LN
AUSTIN, TX 78745
(30.204472, -97.773827)",10889084,Routine Inspection
Plucker's Wing Bar,78704,12/03/2014,97,"3909 S LAMAR BLVD NB Bldg B
AUSTIN, TX 78704
(30.237281, -97.79106)",10005937,Routine Inspection
Randall's #2480-Retail,78749,08/24/2016,100,"6600 S MOPAC EXPY SB
AUSTIN, TX 78749
(30.221187, -97.83658)",2803484,Routine Inspection
Polvos En La Brissa,78728,12/09/2014,72,"14735 BRATTON LN Unit 205
AUSTIN, TX 78728
(30.446465, -97.686091)",10835756,Routine Inspection
Regal Gateway 16 Cinema #638,78759,02/17/2017,96,"9700 STONELAKE BLVD
AUSTIN, TX 78759
(30.388159, -97.73849)",2801162,Routine Inspection
Pok-E-Jo's,78758,05/09/2016,92,"2121 W PARMER LN
AUSTIN, TX 78758
(30.416396, -97.697188)",2801171,Routine Inspection
Power Stop,78741,09/30/2015,94,"2300 E BEN WHITE BLVD WB
AUSTIN, TX 78741
(30.216163, -97.738593)",2803657,Routine Inspection
Pok-E-Jo's Hancock,78751,04/17/2015,80,"1000 E 41ST ST Bunit 400
AUSTIN, TX 78751
(30.298553, -97.720058)",2803036,Routine Inspection
Reilly Elementary,78752,03/31/2015,100,"405 DENSON DR
AUSTIN, TX 78752
(30.328518, -97.719717)",2800178,Routine Inspection
Popham Elementary School(New),78617,05/03/2017,96,"7014 ELROY RD
AUSTIN, TX 78617
(30.158277, -97.643123)",2801056,Routine Inspection
Randall's #2482-Deli,78731,02/03/2015,94,"8040 MESA DR
AUSTIN, TX 78731
(30.370859, -97.757575)",2800909,Routine Inspection
"Quarries of Hyde Park, The",78759,02/03/2016,92,"11400 N MOPAC EXPY SB
AUSTIN, TX 78759
(30.404569, -97.727315)",2803212,Routine Inspection
"Project Transitions, Inc",78756,11/28/2016,96,"5606 ROOSEVELT AVE
AUSTIN, TX 78756
(30.327666, -97.732084)",2801122,Routine Inspection
Peoples Pharmacy,78756,07/26/2017,95,"4018 N LAMAR BLVD
AUSTIN, TX 78756
(30.308773, -97.740779)",2800584,Routine Inspection
Prodigy Child Development Cent,78758,08/24/2016,97,"2300 CEDAR BEND DR
AUSTIN, TX 78758
(30.412303, -97.702633)",2800767,Routine Inspection
Pour House,78759,12/21/2016,87,"11835 JOLLYVILLE RD
AUSTIN, TX 78759
(30.422724, -97.755571)",10979642,Routine Inspection
Primrose School of Southwest Austin,78749,09/18/2015,97,"4920 DAVIS LN
AUSTIN, TX 78749
(30.20639, -97.859436)",10499904,Routine Inspection
Read Pre-K Center,78757,10/17/2016,100,"2608 RICHCREEK RD
AUSTIN, TX 78757
(30.352096, -97.737578)",10004658,Routine Inspection
Presidential Meadows Elementary Kitchen,78653,02/22/2017,97,"13252 GEORGE BUSH ST
MANOR, TX 78653
(30.352072, -97.525692)",10064817,Routine Inspection
Ridgetop Elementary,78751,04/24/2015,100,"5005 CASWELL AVE
AUSTIN, TX 78751
(30.311849, -97.716791)",2800244,Routine Inspection
Rain on 4th,78701,03/19/2015,97,"217 W 4TH ST
AUSTIN, TX 78701
(30.266774, -97.745586)",2802019,Routine Inspection
RC Mart,78705,07/08/2016,87,"2901 MEDICAL ARTS ST Unit 400
AUSTIN, TX 78705
(30.288704, -97.728825)",11202909,Routine Inspection
RC Mart,78705,07/09/2015,97,"2901 MEDICAL ARTS ST Unit 400
AUSTIN, TX 78705
(30.288704, -97.728825)",11202909,Routine Inspection
Rawshe Hookah Cafe,78753,10/28/2014,96,"11331 N LAMAR BLVD
AUSTIN, TX 78753
(30.382791, -97.685902)",10497880,Routine Inspection
Q.P. Food Mart,78745,07/28/2017,96,"5625 WEST GATE BLVD
AUSTIN, TX 78745
(30.219412, -97.806859)",2803796,Routine Inspection
Pok-E-Jo's BBQ,78759,07/26/2016,86,"9828 GREAT HILLS TRL Unit 310
AUSTIN, TX 78759
(30.394225, -97.748272)",2800552,Routine Inspection
Planet Sub,78704,07/16/2015,100,"4006 S LAMAR BLVD SB Unit 900
AUSTIN, TX 78704
(30.237089, -97.791623)",10940589,Routine Inspection
Riata Stop,78727,06/06/2016,90,"12221 RIATA TRACE PKWY Unit 190
AUSTIN, TX 78727
(30.42903, -97.750745)",10192952,Routine Inspection
Randall's # 2987 Starbucks Kiosk,78732,03/28/2016,94,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390367, -97.884685)",10720294,Routine Inspection
Red Shed Tavern,78748,11/06/2015,88,"8504 S CONGRESS AVE
AUSTIN, TX 78748
(30.174053, -97.784927)",10156269,Routine Inspection
Renaissance- Austin,78759,10/17/2014,90,"11279 TAYLOR DRAPER LN
AUSTIN, TX 78759
(30.412049, -97.753212)",10022684,Routine Inspection
Randall's #2471-Prepared Foods,78703,12/10/2014,100,"2727 EXPOSITION BLVD Unit 115
AUSTIN, TX 78703
(30.304565, -97.76469)",2803491,Routine Inspection
Radio Coffee & Beer,78704,01/15/2015,97,"4204 MANCHACA RD
AUSTIN, TX 78704
(30.231405, -97.787355)",11157451,Routine Inspection
Pour & Press,78751,04/20/2016,100,"101 W KOENIG LN Unit 200
AUSTIN, TX 78751
(30.322476, -97.71993)",11404095,Routine Inspection
"Quarries of Hyde Park, The",78759,09/06/2016,96,"11400 N MOPAC EXPY SB
AUSTIN, TX 78759
(30.404569, -97.727315)",2803212,Routine Inspection
Randall's #2475-Retail,78731,05/26/2016,100,"5401 BALCONES DR
AUSTIN, TX 78731
(30.335793, -97.75832)",2803531,Routine Inspection
Reserve at Lake Travis -The Cypress Club Lodge,78669,08/26/2015,80,"2216 CYPRESS CLUB POINTE
LAGO VISTA, TX 78669
(30.407064, -97.990652)",10723023,Routine Inspection
Ramos Restaurant #3,78728,08/25/2017,89,"14611 BURNET RD Unit 103
AUSTIN, TX 78728
(30.450542, -97.695436)",10435735,Routine Inspection
Randall's #2481 (Retail),78731,01/06/2017,97,"1500 W 35TH ST
AUSTIN, TX 78731
(30.306117, -97.749429)",2803470,Routine Inspection
Players Concession/Morris Wm,78723,01/28/2015,90,"3851 MANOR RD
AUSTIN, TX 78723
(30.290182, -97.695115)",2802061,Routine Inspection
Punch Bowl Social Austin,78758,01/19/2017,83,"11310 DOMAIN DR
AUSTIN, TX 78758
(30.39991, -97.725279)",11196061,Routine Inspection
Quick-N-Save,78669,08/25/2017,93,"1002 S PACE BEND RD
BRIARCLIFF, TX 78669
(30.40376, -98.063276)",10189066,Routine Inspection
Regal Gateway 16 Cinema #638,78759,02/27/2015,97,"9700 STONELAKE BLVD
AUSTIN, TX 78759
(30.388159, -97.73849)",2801162,Routine Inspection
Pizzaria Paparazzi,78701,06/30/2016,91,"222 E 6TH ST
AUSTIN, TX 78701
(30.267409, -97.740519)",10822830,Routine Inspection
R S Food Mart,78702,07/30/2015,94,"1219 ROSEWOOD AVE
AUSTIN, TX 78702
(30.268639, -97.725824)",10229991,Routine Inspection
Presidential Meadows Elementary Kitchen,78653,08/21/2017,97,"13252 GEORGE BUSH ST
MANOR, TX 78653
(30.352072, -97.525692)",10064817,Routine Inspection
Randall's # 2987 Produce,78732,02/13/2017,95,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390367, -97.884685)",10720292,Routine Inspection
Riata Bar and Grill,78727,09/01/2016,84,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.42903, -97.750745)",2802168,Routine Inspection
RW - Amy's Ice Cream,78746,03/29/2016,99,"2805 BEE CAVES RD Unit 416
ROLLINGWOOD, TX 78746
(30.271017, -97.789586)",10594090,Routine Inspection
Players Concessions Inc. Lions,78703,09/01/2017,79,"2901 ENFIELD RD
AUSTIN, TX 78703
(30.29162, -97.774186)",2802891,Routine Inspection
Potbelly Sandwich Works,78749,03/24/2016,94,"5300 S MOPAC EXPY SB Bldg 5
AUSTIN, TX 78749
(30.234666, -97.825921)",10151924,Routine Inspection
Red Lobster # 0314,78704,08/06/2015,97,"3815 S LAMAR BLVD NB
AUSTIN, TX 78704
(30.238122, -97.789923)",11183314,Routine Inspection
RW - Panera Bread Bakery and Cafe,78746,12/23/2015,97,"2805 BEE CAVES RD Unit 410
ROLLINGWOOD, TX 78746
(30.271017, -97.789586)",10003334,Routine Inspection
Punch Bowl Social Austin,78758,08/26/2015,77,"11310 DOMAIN DR
AUSTIN, TX 78758
(30.39991, -97.725279)",11196061,Routine Inspection
Randall's # 2987 Grocery,78732,02/25/2015,100,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390367, -97.884685)",10720138,Routine Inspection
Promise Pizza,78759,08/23/2017,84,"10225 RESEARCH BLVD NB Bunit 110
AUSTIN, TX 78759
(30.394877, -97.745915)",11251459,Routine Inspection
Reagan High School,78752,11/03/2014,97,"7400 BERKMAN DR
AUSTIN, TX 78752
(30.328019, -97.687452)",2800242,Routine Inspection
Pok-E-Jo's BBQ,78759,02/22/2016,91,"9828 GREAT HILLS TRL Unit 310
AUSTIN, TX 78759
(30.394225, -97.748272)",2800552,Routine Inspection
Quacks 43rd Street Bakery,78751,04/12/2016,98,"411 E 43RD ST
AUSTIN, TX 78751
(30.304787, -97.726452)",2801061,Routine Inspection
Ramos Restaurant #3,78728,08/28/2015,77,"14611 BURNET RD Unit 103
AUSTIN, TX 78728
(30.450542, -97.695436)",10435735,Routine Inspection
Randall's # 2987 Produce,78732,02/25/2015,100,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390367, -97.884685)",10720292,Routine Inspection
RW - Panera Bread Bakery and Cafe,78746,07/29/2016,99,"2805 BEE CAVES RD Unit 410
ROLLINGWOOD, TX 78746
(30.271017, -97.789586)",10003334,Routine Inspection
Power Stop,78741,03/05/2015,97,"2300 E BEN WHITE BLVD WB
AUSTIN, TX 78741
(30.216163, -97.738593)",2803657,Routine Inspection
Progressive Insurance,78744,10/12/2016,94,"7301 METRO CENTER DR
AUSTIN, TX 78744
(30.211399, -97.697302)",10570581,Routine Inspection
RW - 360 Pizza,78746,06/14/2017,89,"2712 BEE CAVES RD Unit 106
ROLLINGWOOD, TX 78746
(30.27088, -97.78678)",11605425,Routine Inspection
Residence Inn Parmer Lane,78753,11/17/2014,100,"12401 N LAMAR BLVD
AUSTIN, TX 78753
(30.405972, -97.678552)",10053469,Routine Inspection
Renaissance- Austin,78759,08/26/2015,93,"11279 TAYLOR DRAPER LN
AUSTIN, TX 78759
(30.412049, -97.753212)",10022684,Routine Inspection
Polvo's Restaurant & Bar,78704,12/23/2015,45,"2004 S 1ST ST
AUSTIN, TX 78704
(30.245099, -97.757298)",2801085,Routine Inspection
Pond Springs Food Mart,78729,02/24/2015,93,"13436 POND SPRINGS RD
AUSTIN, TX 78729
(30.450756, -97.785746)",10090419,Routine Inspection
Plucker's Wing Factory & Grill,78757,05/09/2017,86,"9070 RESEARCH BLVD SB
AUSTIN, TX 78757
(30.373519, -97.727759)",2802074,Routine Inspection
Quinta Caporales Meat Market- Deli,78745,10/15/2014,77,"730 W STASSNEY LN Unit 105
AUSTIN, TX 78745
(30.209029, -97.78292)",10243063,Routine Inspection
Randall's #2475- Bakery,78731,12/17/2014,100,"5311 BALCONES DR
AUSTIN, TX 78731
(30.335816, -97.758296)",10307237,Routine Inspection
Premier High School,78745,11/12/2014,100,"1701 W BEN WHITE BLVD EB Unit 100-A
AUSTIN, TX 78745
(30.227729, -97.784355)",10221368,Routine Inspection
Radio Coffee & Beer,78704,01/26/2017,95,"4204 MANCHACA RD
AUSTIN, TX 78704
(30.231405, -97.787355)",11157451,Routine Inspection
QMart Stassney,78745,05/15/2015,86,"105 E STASSNEY LN
AUSTIN, TX 78745
(30.204472, -97.773827)",10889084,Routine Inspection
Raising Canes Chicken Fingers,78746,11/22/2016,91,"3201 BEE CAVES RD Unit 175
AUSTIN, TX 78746
(30.273599, -97.799243)",11145733,Routine Inspection
Redeemer Lutheran Church,78757,05/23/2016,97,"1500 W ANDERSON LN
AUSTIN, TX 78757
(30.351628, -97.721458)",2800643,Routine Inspection
Premos Food Store,78723,03/21/2017,80,"5327 CAMERON RD
AUSTIN, TX 78723
(30.311269, -97.707277)",11230917,Routine Inspection
Premier High School American Youthworks,78744,12/06/2016,90,"1901 E BEN WHITE BLVD EB
AUSTIN, TX 78744
(30.215744, -97.746775)",11479522,Routine Inspection
Randall's #2482 (Retail),78731,08/27/2015,82,"8040 MESA DR
AUSTIN, TX 78731
(30.370859, -97.757575)",2803468,Routine Inspection
Randall's #2475- Bakery,78731,06/23/2017,96,"5311 BALCONES DR
AUSTIN, TX 78731
(30.335816, -97.758296)",10307237,Routine Inspection
Pizzaria Paparazzi,78701,03/26/2015,100,"222 E 6TH ST
AUSTIN, TX 78701
(30.267409, -97.740519)",10822830,Routine Inspection
Respite Recovery,78701,08/04/2015,100,"403 E 15TH ST
AUSTIN, TX 78701
(30.275803, -97.735692)",10765376,Routine Inspection
R S Food Mart,78702,03/11/2015,90,"1219 ROSEWOOD AVE
AUSTIN, TX 78702
(30.268639, -97.725824)",10229991,Routine Inspection
Pok-E-Jo's Brodie Oaks,78704,01/07/2016,92,"4109 S CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78704
(30.236561, -97.7979)",2801806,Routine Inspection
Poco Loco Supermercado,78745,03/29/2016,90,"611 W BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.226725, -97.770608)",11258727,1st Follow Up to Routine of 50 - 69
Randalls 2480 Bakery,78749,08/24/2016,100,"6600 S MOPAC EXPY SB
AUSTIN, TX 78749
(30.221187, -97.83658)",2801134,Routine Inspection
Playland Skating Center,78757,10/14/2016,91,"8822 MC CANN DR
AUSTIN, TX 78757
(30.372912, -97.729594)",2801910,Routine Inspection
Randalls 2480 Deli,78749,08/24/2016,93,"6600 S MOPAC EXPY SB
AUSTIN, TX 78749
(30.221187, -97.83658)",2800973,Routine Inspection
Red's Porch,78704,03/04/2015,71,"3508 S LAMAR BLVD Unit 200
AUSTIN, TX 78704
(30.240226, -97.787045)",10333638,Routine Inspection
Randall's # 2987 Bakery,78732,09/12/2016,97,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390367, -97.884685)",10720273,Routine Inspection
Plush,78701,01/07/2016,95,"617 RED RIVER ST
AUSTIN, TX 78701
(30.267319, -97.736905)",2801758,Routine Inspection
Planet Sub,78704,06/23/2016,89,"4006 S LAMAR BLVD SB Unit 900
AUSTIN, TX 78704
(30.237089, -97.791623)",10940589,Routine Inspection
Quick-N-Save,78669,02/24/2015,90,"1002 S PACE BEND RD
BRIARCLIFF, TX 78669
(30.40376, -98.063276)",10189066,Routine Inspection
RW - Trader Joes,78746,11/24/2015,100,"2805 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.271017, -97.789586)",10945834,Routine Inspection
Pop ,78701,01/22/2015,88,"620 W 6TH ST Unit 1
AUSTIN, TX 78701
(30.26989, -97.749345)",11115760,Routine Inspection
Reserve at Lake Travis Swim Park,78669,10/28/2016,99,"2208 SEABISCUIT CV Bldg 132
LAGO VISTA, TX 78669
(30.40904, -97.992571)",10723022,Routine Inspection
Randall's #2485,78745,07/12/2017,95,"2025 W BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.230214, -97.789729)",2803467,Routine Inspection
Retirement and Nursing Center-Austin,78757,01/09/2017,90,"6909 BURNET LN
AUSTIN, TX 78757
(30.345718, -97.736662)",11318323,Routine Inspection
Pop ,78701,09/14/2017,89,"620 W 6TH ST Unit 1
AUSTIN, TX 78701
(30.26989, -97.749345)",11115760,Routine Inspection
Redeemer Lutheran Church,78757,05/06/2015,97,"1500 W ANDERSON LN
AUSTIN, TX 78757
(30.351628, -97.721458)",2800643,Routine Inspection
Pret Manger,78751,03/21/2016,94,"5301 N LAMAR BLVD
AUSTIN, TX 78751
(30.321303, -97.729254)",10596854,Routine Inspection
Randall's #2480-Retail,78749,09/08/2017,95,"6600 S MOPAC EXPY SB
AUSTIN, TX 78749
(30.221187, -97.83658)",2803484,Routine Inspection
RC Mart,78705,08/10/2017,83,"2901 MEDICAL ARTS ST Unit 400
AUSTIN, TX 78705
(30.288704, -97.728825)",11202909,Routine Inspection
Rainey Hookah Lounge And Bar,78701,01/05/2016,92,"84 N IH 35 SVRD SB Unit 201
AUSTIN, TX 78701
(30.259631, -97.737347)",11224357,Routine Inspection
RW - Chinatown,78746,03/03/2017,85,"2712 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.27088, -97.78678)",11087574,Routine Inspection
Ridgetop Elementary,78751,04/27/2017,100,"5005 CASWELL AVE
AUSTIN, TX 78751
(30.311849, -97.716791)",2800244,Routine Inspection
Randalls 2480 Bakery,78749,02/18/2016,93,"6600 S MOPAC EXPY SB
AUSTIN, TX 78749
(30.221187, -97.83658)",2801134,Routine Inspection
Pecan Springs Elementary,78723,09/22/2015,100,"3100 ROGGE LN
AUSTIN, TX 78723
(30.302339, -97.67674)",2800284,Routine Inspection
Players Concessions Inc. Lions,78703,03/30/2016,84,"2901 ENFIELD RD
AUSTIN, TX 78703
(30.29162, -97.774186)",2802891,Routine Inspection
Rainey Street LLC dba Lustre Pearl,78701,12/01/2016,83,"94 RAINEY ST
AUSTIN, TX 78701
(30.26062, -97.738108)",11473303,Routine Inspection
Randall's #2481 (Retail),78731,07/25/2017,96,"1500 W 35TH ST
AUSTIN, TX 78731
(30.306117, -97.749429)",2803470,Routine Inspection
Riata Stop,78727,06/20/2017,92,"12221 RIATA TRACE PKWY Unit 190
AUSTIN, TX 78727
(30.42903, -97.750745)",10192952,Routine Inspection
Pronto Food Mart,78751,02/06/2017,87,"4301 DUVAL ST
AUSTIN, TX 78751
(30.304873, -97.72596)",10473728,Routine Inspection
Prodigy Child Development Cent,78758,10/30/2014,97,"2300 CEDAR BEND DR
AUSTIN, TX 78758
(30.412303, -97.702633)",2800767,Routine Inspection
RA Sushi,78701,11/15/2016,89,"117 W 4TH ST
AUSTIN, TX 78701
(30.266505, -97.744598)",11426421,Routine Inspection
RW - Mr. Gatti's,78746,01/24/2015,100,"2802 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.271144, -97.789036)",2802602,Routine Inspection
Randall's # 2987 Deli,78732,02/07/2017,93,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390367, -97.884685)",10720284,Routine Inspection
Randall's Food Stores #2471 - Prepared Foods,78703,04/28/2016,89,"2727 EXPOSITION BLVD
AUSTIN, TX 78703
(30.304565, -97.76469)",10613899,Routine Inspection
RA Sushi,78701,06/21/2016,84,"117 W 4TH ST
AUSTIN, TX 78701
(30.266505, -97.744598)",11426421,Routine Inspection
Reilly Elementary,78752,03/28/2016,99,"405 DENSON DR
AUSTIN, TX 78752
(30.328518, -97.719717)",2800178,Routine Inspection
Popham Elementary School(New),78617,09/25/2015,97,"7014 ELROY RD
AUSTIN, TX 78617
(30.158277, -97.643123)",2801056,Routine Inspection
Randall's #2482 (Retail),78731,05/09/2017,99,"8040 MESA DR
AUSTIN, TX 78731
(30.370859, -97.757575)",2803468,Routine Inspection
Posse East,78705,07/24/2015,94,"2900 DUVAL ST
AUSTIN, TX 78705
(30.291341, -97.73448)",2800211,Routine Inspection
Porter Ale House & Gastro Pub,78704,02/10/2016,78,"3715 S 1ST ST
AUSTIN, TX 78704
(30.228951, -97.76792)",11068319,Routine Inspection
Randall's #2485(Deli),78745,11/06/2015,96,"2025 W BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.230214, -97.789729)",2800908,Routine Inspection
Quizno's Subs,78701,10/14/2014,87,"922 CONGRESS AVE
AUSTIN, TX 78701
(30.271642, -97.741472)",2802488,Routine Inspection
Primizie Catering,78735,10/27/2015,94,"4601 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.239904, -97.831659)",10847330,Routine Inspection
Pond Springs Food Mart,78729,10/29/2015,86,"13436 POND SPRINGS RD
AUSTIN, TX 78729
(30.450756, -97.785746)",10090419,Routine Inspection
Querencia at Barton Creek,78735,05/23/2016,97,"2500 BARTON CREEK BLVD
AUSTIN, TX 78735
(30.289209, -97.868732)",10026760,Routine Inspection
Prodigy Child Development Cent,78758,10/13/2015,92,"2300 CEDAR BEND DR
AUSTIN, TX 78758
(30.412303, -97.702633)",2800767,Routine Inspection
Promise Pizza,78759,07/18/2016,90,"10225 RESEARCH BLVD NB Bunit 110
AUSTIN, TX 78759
(30.394877, -97.745915)",11251459,Routine Inspection
Powerstop,78745,06/14/2017,96,"8600 MANCHACA RD
AUSTIN, TX 78745
(30.186129, -97.816145)",10094643,Routine Inspection
Potbelly Sandwich Works,78749,04/09/2015,90,"5300 S MOPAC EXPY SB Bldg 5
AUSTIN, TX 78749
(30.234666, -97.825921)",10151924,Routine Inspection
Retirement and Nursing Center-Austin,78757,06/10/2016,90,"6909 BURNET LN
AUSTIN, TX 78757
(30.345718, -97.736662)",11318323,Routine Inspection
Randall's #2481 (Perishable),78731,07/25/2017,88,"1500 W 35TH ST
AUSTIN, TX 78731
(30.306117, -97.749429)",2800917,Routine Inspection
RW -  Arise Austin Medical Center,78746,08/07/2015,100,"3003 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.271664, -97.795469)",10971066,Routine Inspection
Pok-E-Jo's,78758,05/05/2017,90,"2121 W PARMER LN
AUSTIN, TX 78758
(30.416396, -97.697188)",2801171,Routine Inspection
Randall's (Shady Hollow),78748,05/20/2015,85,"9911 BRODIE LN
AUSTIN, TX 78748
(30.184608, -97.849046)",2803846,Routine Inspection
Quick-N-Save,78669,03/28/2017,92,"1002 S PACE BEND RD
BRIARCLIFF, TX 78669
(30.40376, -98.063276)",10189066,Routine Inspection
RW -  Arise Austin Medical Center,78746,02/09/2017,100,"3003 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.271664, -97.795469)",10971066,Routine Inspection
Priman LLC,78746,08/18/2017,93,"2901 S CAPITAL OF TEXAS HWY NB Bldg K
AUSTIN, TX 78746
(30.255443, -97.810066)",11478835,Routine Inspection
